"","G_ID","R_ID","Gauge_pvalue","Remote_pvalue","Gauge_TAU","Remote_TAU","Median_TP","Gauge_Trend_Type","Remote_Trend_Type","Year","Correlation"
"173","OKWRB-STREAMS_WQX-220600010119-001AT",24747,1,0.0236422189091985,0,-0.515151515151515,0.2269375,"Increasing","Decreasing",12,0.116415700058723
"174","OKWRB-STREAMS_WQX-310800020010-001AT",25827,0.916965236628864,0.916965236628864,0.0555555555555556,-0.0555555555555556,0.238833333333333,"Increasing","Decreasing",9,0.646132325685363
"175","OKWRB-STREAMS_WQX-310810010010-001AT",25783,0.73170172322421,0.73170172322421,-0.0909090909090909,0.0909090909090909,0.225729166666667,"Decreasing","Increasing",12,0.310605127764809
"176","OKWRB-STREAMS_WQX-311100010190-001AT",25682,0.137645845518265,0.322299595871919,0.295238095238095,0.2,0.276,"Increasing","Increasing",15,0.292711819896469
"177","OKWRB-STREAMS_WQX-311200000010-001AT",25697,0.462432726450476,0.220671361919847,-0.4,-0.6,0.297833333333333,"Decreasing","Decreasing",5,0.571575408540526
"178","OKWRB-STREAMS_WQX-311310010010-001AT",25573,0.602167527748196,0.465512169874187,-0.166666666666667,0.222222222222222,0.14625,"Decreasing","Increasing",9,-0.212236151591833
"179","OKWRB-STREAMS_WQX-311500010020-001AT",25460,0.0200446686226275,0.107404636330254,-0.6,0.422222222222222,0.0997583333333333,"Decreasing","Increasing",10,-0.337467763539443
"180","OKWRB-STREAMS_WQX-410400010010-001AT",25861,0.0422080660862067,1,-0.40191847623425,0.00952380952380952,0.1105,"Decreasing","Increasing",15,0.20946171854847
"181","OKWRB-STREAMS_WQX-520600010010-001AT",24759,0.0736382701203027,0.720514787136255,-0.466666666666667,-0.111111111111111,0.279,"Decreasing","Decreasing",10,0.0989946627866951
"182","OKWRB-STREAMS_WQX-520620020010-001AT",24665,0.296269871484286,1,-1,-0.333333333333333,0.0490833333333333,"Decreasing","Decreasing",3,0.53280704680721
"183","OKWRB-STREAMS_WQX-620900010170-001AT",23806,0.372691490471518,0.73170172322421,0.212121212121212,-0.0909090909090909,0.305979166666667,"Increasing","Decreasing",12,-0.569242974969332
"184","OKWRB-STREAMS_WQX-620900030010-001AT",23783,0.443421402864083,0.912814027184075,0.164835164835165,-0.032967032967033,0.310958333333333,"Increasing","Decreasing",14,-0.439692081081762
"185","OKWRB-STREAMS_WQX-620910010010-001AT",23715,0.483755786496452,0.433826840365301,0.132352941176471,-0.147058823529412,0.345541666666667,"Increasing","Decreasing",17,0.138734570682262
"186","OKWRB-STREAMS_WQX-620910020010-001AT",23728,0.149860747513049,0.00748788681514909,-0.333333333333333,-0.606060606060606,0.131041666666667,"Decreasing","Decreasing",12,0.769942511522093
"187","OKWRB-STREAMS_WQX-620920010010-001AT",23750,0.132854955731054,0.452370360677361,-0.6,-0.333333333333333,0.0957083333333333,"Decreasing","Decreasing",6,0.0331608665600614
"188","OKWRB-STREAMS_WQX-620920020010-001RS",23688,0.308179547467054,0.308179547467054,-0.666666666666667,0.666666666666667,0.0414791666666667,"Decreasing","Increasing",4,-0.986177016190818
"189","OKWRB-STREAMS_WQX-621000010010-001AT",23895,0.837011475105446,0.192616274329602,-0.0606060606060606,-0.303030303030303,0.242297916666667,"Decreasing","Decreasing",12,0.162310504575961
"190","OKWRB-STREAMS_WQX-621200010200-001AT",24022,0.273561411724749,0.100518173207465,-0.230769230769231,-0.340659340659341,0.191125,"Decreasing","Decreasing",14,0.621996627085402
"191","OKWRB-STREAMS_WQX-621210000010-001AT",23842,0.296269871484286,0.296269871484286,1,-1,0.400541666666667,"Increasing","Decreasing",3,-0.997270403797196
"192","USGS-01122610",1221,0.465512169874187,0.916965236628864,-0.222222222222222,0.0555555555555556,0.03875,"Decreasing","Increasing",9,-0.1265818602341
"193","USGS-011230695",1215,0.465512169874187,0.348082623632924,-0.222222222222222,-0.277777777777778,0.0325,"Decreasing","Decreasing",9,-0.284454128418284
"194","USGS-01200600",1274,0.440647897123314,0.107542828899301,-0.135698529035918,0.274853801169591,0.03275,"Decreasing","Increasing",19,0.192330813648959
"195","USGS-01205500",1245,0.755496874928883,1,-0.0909090909090909,0.0181818181818182,0.027,"Decreasing","Increasing",11,-0.140231265959486
"196","USGS-01618000",2386,1,0.734095182319476,0,0.333333333333333,0.045,"Increasing","Increasing",4,-0.36112509554955
"197","USGS-01631000",2435,0.462432726450476,0.0864107329737,-0.4,0.8,0.13278125,"Decreasing","Increasing",5,-0.221292610271365
"198","USGS-01636500",2443,0.848311702520237,0.25965635637045,0.138013111868471,0.466666666666667,0.0583541666666667,"Increasing","Increasing",6,0.496707136043852
"199","USGS-01646580",2467,0.076513654241399,0.433826840365301,0.323529411764706,0.147058823529412,0.083825,"Increasing","Increasing",17,0.0815050433439996
"200","USGS-02089500",3297,0.0690443198477512,0.40467024441074,0.320261437908497,0.150326797385621,0.116375,"Increasing","Increasing",18,0.579195617800524
"201","USGS-02091814",3253,1,1,0.333333333333333,0.333333333333333,0.0904166666666667,"Increasing","Increasing",3,-0.355864089391725
"202","USGS-02116500",3534,0.308179547467054,0.308179547467054,-0.666666666666667,0.666666666666667,0.2275,"Decreasing","Increasing",4,-0.903085720818506
"203","USGS-02131000",3651,0.879257207124831,0.76389059347054,-0.0975900072948533,0.142857142857143,0.085,"Decreasing","Increasing",7,0.151681018083388
"204","USGS-02175000",4180,0.348082623632924,0.0476039547278715,-0.277777777777778,0.555555555555556,0.066725,"Decreasing","Increasing",9,-0.754347458906075
"205","USGS-02197065",4392,0.410845493278576,0.100518173207465,-0.176798278435146,-0.340659340659341,0.114583333333333,"Decreasing","Decreasing",14,0.00175097889920718
"206","USGS-02198500",4425,0.0476039547278715,0.0763327403763572,0.555555555555556,-0.5,0.108333333333333,"Increasing","Decreasing",9,-0.697266641498791
"207","USGS-02212940",4614,0.208412803684149,0.754454177494089,-0.366233510382357,0.111111111111111,0.03875,"Decreasing","Increasing",9,-0.266293767756389
"208","USGS-02215000",4696,0.175308080808274,0.916965236628864,-0.388888888888889,0.0555555555555556,0.0983333333333333,"Decreasing","Increasing",9,-0.158466210835783
"209","USGS-02215500",4654,0.32111161917786,0.921158650225025,-0.20193241203216,0.0285714285714286,0.0741666666666667,"Decreasing","Increasing",15,0.0698020093944417
"210","USGS-02218000",4501,0.220671361919847,0.462432726450476,-0.6,0.4,0.240416666666667,"Decreasing","Increasing",5,-0.255336813833278
"211","USGS-02223600",4551,0.881834850001972,0.843085229269984,-0.0382779501175476,0.0476190476190476,0.0983333333333333,"Decreasing","Increasing",15,0.0108637208947868
"212","USGS-02226010",4777,0.297860167549806,0.502158251500749,-0.233785950059759,0.153846153846154,0.0916666666666667,"Decreasing","Increasing",13,-0.398263840776639
"213","USGS-02226160",4740,0.558350909375985,0.0791092150986985,0.116666666666667,0.333333333333333,0.0827145833333333,"Increasing","Increasing",16,-0.198383670487313
"214","USGS-02312600",5062,0.220671361919847,0.0274863361115103,-0.6,-1,0.06875,"Decreasing","Decreasing",5,0.566091165231057
"215","USGS-02338000",5284,0.967142330906372,0.343419487182742,0.0147058823529412,-0.176470588235294,0.0870625,"Increasing","Decreasing",17,-0.121606443148604
"216","USGS-02338500",5251,0.582950557761892,0.0768508722678888,-0.128205128205128,0.384615384615385,0.075,"Decreasing","Increasing",13,-0.0853781202346462
"217","USGS-02342881",5348,1,0.537133857176902,-0.0155080701733078,0.151515151515151,0.0466666666666667,"Decreasing","Increasing",12,0.358394078215642
"218","USGS-02344040",5382,0.149860747513049,0.9453298708327,-0.333333333333333,0.0303030303030303,0.0425,"Decreasing","Increasing",12,0.267399086807776
"219","USGS-02349605",5501,0.620690717075355,0.198210619038843,0.104761904761905,0.257142857142857,0.0658333333333333,"Increasing","Increasing",15,-0.415053787792073
"220","USGS-02352560",5562,0.655647185528678,0.620690717075355,0.0956948752938691,-0.104761904761905,0.0508333333333333,"Increasing","Decreasing",15,0.431848574281971
"221","USGS-02353000",5546,0.869352242367926,0.912814027184075,0.0441995696087864,0.032967032967033,0.0582291666666667,"Increasing","Increasing",14,-0.047586797132211
"222","USGS-02356000",5559,0.431681011272899,0.912814027184075,-0.174714139453653,-0.032967032967033,0.045,"Decreasing","Decreasing",14,0.370801933564184
"223","USGS-02359170",5627,0.348082623632924,0.251452186508022,0.277777777777778,-0.333333333333333,0.0429583333333333,"Increasing","Decreasing",9,0.462105111494305
"224","USGS-02388520",5879,0.0228215036714881,1,-0.447619047619048,-0.00952380952380952,0.1075,"Decreasing","Decreasing",15,-0.276348626777916
"225","USGS-02394980",5920,0.537133857176902,0.303673214899419,0.151515151515151,0.242424242424242,0.0890625,"Increasing","Increasing",12,-0.530767601873447
"226","USGS-02397530",5945,0.100518173207465,0.742556821926578,-0.340659340659341,-0.0769230769230769,0.0839583333333333,"Decreasing","Decreasing",14,-0.0326112799737146
"227","USGS-02470500",6878,0.548005572361309,0.76389059347054,-0.238095238095238,-0.142857142857143,0.0887125,"Decreasing","Decreasing",7,0.267727066239782
"228","USGS-03063000",8955,1,0.296269871484286,0.333333333333333,1,0.0283333333333333,"Increasing","Increasing",3,-0.193115167760011
"229","USGS-03109670",9085,0.296269871484286,1,1,0.333333333333333,0.0495833333333333,"Increasing","Increasing",3,0.808020419431316
"230","USGS-03112510",9150,1,0.296269871484286,-0.333333333333333,1,0.0541666666666667,"Decreasing","Increasing",3,-0.275643847376723
"231","USGS-03274600",9976,0.308179547467054,1,-0.666666666666667,0,0.354375,"Decreasing","Increasing",4,-0.194981194300273
"232","USGS-03321500",10443,0.80649594050734,0.462432726450476,-0.2,-0.4,0.1025,"Decreasing","Decreasing",5,-0.444328215313965
"233","USGS-03374100",10813,0.59230128143299,0.0912390290553886,-0.102941176470588,-0.308823529411765,0.206665064102564,"Decreasing","Decreasing",17,0.486289679921805
"234","USGS-03425000",11137,1,0.452370360677361,0.0666666666666667,0.333333333333333,0.0675,"Increasing","Increasing",6,-0.122489681942592
"235","USGS-03438500",11238,1,1,-0.333333333333333,0.333333333333333,0.101625,"Decreasing","Increasing",3,0.136034391652349
"236","USGS-03467609",11761,1,0.707114231289961,0.0666666666666667,0.2,0.0704270833333333,"Increasing","Increasing",6,0.911030758873649
"237","USGS-03609750",12721,0.72644698403686,0.00783954304063907,0.064327485380117,-0.450292397660819,0.0665375,"Increasing","Decreasing",19,0.0284608714557365
"238","USGS-04101500",7594,1,1,0.0476190476190476,0.0476190476190476,0.0675,"Increasing","Increasing",7,-0.64012370106146
"239","USGS-04108660",7644,0.734095182319476,0.734095182319476,-0.333333333333333,-0.333333333333333,0.0671125,"Decreasing","Decreasing",4,0.438101901997941
"240","USGS-04157005",7908,1,1,-0.333333333333333,0.333333333333333,0.0880833333333333,"Decreasing","Increasing",3,-0.0296317456164934
"241","USGS-04183500",7987,0.734095182319476,0.734095182319476,-0.333333333333333,0.333333333333333,0.402336516203704,"Decreasing","Increasing",4,0.538018096972279
"242","USGS-04191500",8003,1,1,0.333333333333333,-0.333333333333333,0.331673882076056,"Increasing","Decreasing",3,-0.307868356785662
"243","USGS-04192500",8070,0.296269871484286,1,1,0.333333333333333,0.359290660014006,"Increasing","Increasing",3,0.874224819221265
"244","USGS-04219501",8146,1,0.296269871484286,-0.333333333333333,-1,0.0185,"Decreasing","Decreasing",3,0.32637637174906
"245","USGS-04260500",8377,0.296269871484286,0.296269871484286,-1,1,0.0233333333333333,"Decreasing","Increasing",3,-0.955312559586302
"246","USGS-05412500",13410,0.308179547467054,0.308179547467054,0.666666666666667,0.666666666666667,0.217958333333333,"Increasing","Increasing",4,0.633232378745843
"247","USGS-05418600",13472,0.710523022916489,0.710523022916489,0.142857142857143,-0.142857142857143,0.211510416666667,"Increasing","Decreasing",8,0.172009631993257
"248","USGS-05446500",14484,1,1,-0.333333333333333,-0.333333333333333,0.239861111111111,"Decreasing","Decreasing",3,0.90412894331325
"249","USGS-05501600",14832,0.296269871484286,1,-1,-0.333333333333333,0.175416666666667,"Decreasing","Decreasing",3,0.502631613906909
"250","USGS-05586100",15236,0.0239875344644269,0.360121647755378,-0.487179487179487,0.205128205128205,0.427916666666667,"Decreasing","Increasing",13,-0.152000024152543
"251","USGS-05586300",15231,1,0.296269871484286,0.333333333333333,1,0.358375,"Increasing","Increasing",3,0.940996150772325
"252","USGS-05587550",14890,0.734095182319476,0.0894293590289935,-0.333333333333333,-1,0.19375,"Decreasing","Decreasing",4,0.380612814463118
"253","USGS-06089000",17555,0.0864107329737,0.80649594050734,-0.8,-0.2,0.0390416666666667,"Decreasing","Decreasing",5,0.231295898013213
"254","USGS-06208500",18350,0.296269871484286,1,-1,-0.333333333333333,0.126479166666667,"Decreasing","Decreasing",3,-0.148355107588952
"255","USGS-06279500",18515,0.452370360677361,0.25965635637045,0.333333333333333,-0.466666666666667,0.1104375,"Increasing","Decreasing",6,0.0495400496245752
"256","USGS-06324500",18731,0.308179547467054,0.734095182319476,0.666666666666667,0.333333333333333,0.265141666666667,"Increasing","Increasing",4,-0.12535849361672
"257","USGS-06329500",18986,0.536186771900174,0.710523022916489,0.214285714285714,0.142857142857143,0.1851875,"Increasing","Increasing",8,0.448658598265373
"258","USGS-06453305",20204,0.129551352904409,0.80649594050734,-0.737864787372622,-0.2,0.025,"Decreasing","Decreasing",5,0.0736387633008304
"259","USGS-06461500",20004,1,0.296269871484286,0.333333333333333,-1,0.139833333333333,"Increasing","Decreasing",3,-0.617677233659211
"260","USGS-06485500",20270,0.462432726450476,0.80649594050734,0.4,0.2,0.388333333333333,"Increasing","Increasing",5,0.472876147386608
"261","USGS-06607500",21274,0.734095182319476,0.734095182319476,0.333333333333333,-0.333333333333333,0.304645833333333,"Increasing","Decreasing",4,0.748820476755831
"262","USGS-06754000",20688,0.73170172322421,0.537133857176902,-0.0909090909090909,0.151515151515151,0.6890625,"Decreasing","Increasing",12,-0.0924089986256063
"263","USGS-06800500",21233,0.462432726450476,0.462432726450476,0.4,0.4,0.51375,"Increasing","Increasing",5,0.132740350832693
"264","USGS-06810000",21435,1,1,0,0,0.4118125,"Increasing","Increasing",4,0.289357118570901
"265","USGS-06817700",21496,0.13312848419606,1,0.523809523809524,0.0476190476190476,0.295,"Increasing","Increasing",7,-0.573862065594817
"266","USGS-06902000",22065,0.191670591422755,0.964089361267912,0.25,-0.0166666666666667,0.233333333333333,"Increasing","Decreasing",16,0.639209690284107
"267","USGS-06905500",22132,1,0.876269663627762,0.0181818181818182,-0.0545454545454545,0.210833333333333,"Increasing","Decreasing",11,0.154557431518103
"268","USGS-06926510",22302,0.857462441959241,0.283130870662347,0.0674199862463242,-0.288888888888889,0.055,"Increasing","Decreasing",10,0.131998736490621
"269","USGS-06930800",22445,0.0976402347299861,0.974117747355371,0.275136126340975,-0.0105263157894737,0.0433333333333333,"Increasing","Decreasing",20,0.274907992704822
"270","USGS-06934500",22644,2.90078535309062e-05,0.972882865093478,0.531182795698925,0.00645161290322581,0.297,"Increasing","Increasing",31,0.362923382420543
"271","USGS-07019000",15319,0.734095182319476,0.0894293590289935,0.333333333333333,1,0.05625,"Increasing","Increasing",4,0.610690146615719
"272","USGS-07019280",15307,0.940168037547274,0.560903574193679,-0.0123457166460462,-0.0788177339901478,0.106666666666667,"Decreasing","Decreasing",29,-0.0428899920341493
"273","USGS-07026000",15845,0.296269871484286,1,1,0.333333333333333,0.165,"Increasing","Increasing",3,0.0471778867521136
"274","USGS-07048700",22656,0.119470986771701,0.436274928840529,-0.381818181818182,0.2,0.0475,"Decreasing","Increasing",11,-0.76890891539315
"275","USGS-07049691",22654,0.308179547467054,0.734095182319476,0.666666666666667,0.333333333333333,0.0136875,"Increasing","Increasing",4,0.682915331971783
"276","USGS-07052500",22727,0.220671361919847,0.80649594050734,-0.6,-0.2,0.0479166666666667,"Decreasing","Decreasing",5,-0.377416839625033
"277","USGS-07068000",22983,0.734095182319476,1,0.333333333333333,0,0.024375,"Increasing","Increasing",4,-0.477796290840329
"278","USGS-07072500",23054,0.470100759874129,0.734095182319476,0.547722557505166,0.333333333333333,0.04125,"Increasing","Increasing",4,0.879498324914739
"279","USGS-07077000",15988,0.928444041500591,0.0736382701203027,-0.0449466574975495,-0.466666666666667,0.068125,"Decreasing","Decreasing",10,0.378140846758059
"280","USGS-07099400",23210,1,1,-0.333333333333333,0.333333333333333,0.0215833333333333,"Decreasing","Increasing",3,0.978538166384548
"281","USGS-07161000",23788,0.734095182319476,0.0894293590289935,-0.333333333333333,-1,0.258125,"Decreasing","Decreasing",4,0.198935562050568
"282","USGS-07195500",25167,0.119470986771701,0.212911902811505,-0.381818181818182,-0.309090909090909,0.229125,"Decreasing","Decreasing",11,-0.0376863577496666
"283","USGS-07196500",25136,0.710523022916489,0.265510388953874,0.142857142857143,0.357142857142857,0.1667375,"Increasing","Increasing",8,0.270053953334055
"284","USGS-07249455",25200,0.401102572891941,0.183698986057793,0.146198830409357,-0.228070175438596,0.131125,"Increasing","Decreasing",19,0.115682933119472
"285","USGS-07263620",25315,0.00152830368186764,0.751300150198796,0.478260869565217,-0.0513833992094862,0.107333333333333,"Increasing","Decreasing",23,0.248066252487457
"286","USGS-07288800",16270,0.296269871484286,0.296269871484286,1,1,0.18125,"Increasing","Increasing",3,0.998137164466171
"287","USGS-07288955",16279,0.487350390335321,0.0748114813174168,-0.114285714285714,-0.285714285714286,0.284958333333333,"Decreasing","Decreasing",21,0.187788429204309
"288","USGS-07292500",16868,0.296269871484286,0.296269871484286,1,-1,0.0675,"Increasing","Decreasing",3,-0.989869392586927
"289","USGS-07308500",25560,0.22955621387892,0.548005572361309,0.428571428571429,0.238095238095238,0.13375,"Increasing","Increasing",7,0.812851730785968
"290","USGS-07316000",25637,0.858027656987521,0.858027656987521,0.0666666666666667,-0.0666666666666667,0.236875,"Increasing","Decreasing",10,0.0512347451019909
"291","USGS-07331000",25827,0.876269663627762,0.350201389179296,-0.0545454545454545,-0.236363636363636,0.194166666666667,"Decreasing","Decreasing",11,-0.39153684252926
"292","USGS-07331600",25903,0.465512169874187,0.916965236628864,-0.222222222222222,-0.0555555555555556,0.0805833333333333,"Decreasing","Decreasing",9,0.723418160126486
"293","USGS-07337000",25913,0.142092187677338,7.89022429025617e-05,0.230941751980401,-0.61038961038961,0.13375,"Increasing","Decreasing",22,0.0232333095006951
"294","USGS-07344410",26067,0.0187411367895967,0.0634865305607675,-0.714285714285714,-0.571428571428571,0.119583333333333,"Decreasing","Decreasing",8,0.800093571350398
"295","USGS-07350500",26059,0.066714202170837,0.00087674378835291,-0.286334730062128,-0.515151515151515,0.105208333333333,"Decreasing","Decreasing",22,0.601030162675689
"296","USGS-07351930",26114,0.0851679058839559,0.0602891739906021,-0.690065559342354,-0.733333333333333,0.0916666666666667,"Decreasing","Decreasing",6,0.751675173045452
"297","USGS-07355500",16664,0.153205400986193,0.0297226347847747,-0.237467845072989,-0.357894736842105,0.109375,"Decreasing","Decreasing",20,0.633129213369078
"298","USGS-07362000",16371,0.130494315596299,0.73170172322421,-0.351155269517664,0.0909090909090909,0.043125,"Decreasing","Increasing",12,0.288369611148328
"299","USGS-07367640",16614,0.76389059347054,0.367520738242143,0.142857142857143,0.333333333333333,0.06125,"Increasing","Increasing",7,0.325713124454677
"300","USGS-073814675",17065,1,1,0.333333333333333,0.333333333333333,0.157041666666667,"Increasing","Increasing",3,-0.627030890017616
"301","USGS-07381600",16961,0.0100042125859174,0.00112405275370398,0.450980392156863,-0.568627450980392,0.201079166666667,"Increasing","Decreasing",18,-0.518726797673293
"302","USGS-08041000",26346,0.54029137460742,1,-0.816496580927726,-0.333333333333333,0.0425,"Decreasing","Decreasing",3,0.727349381056914
"303","USGS-08057410",26484,0.367520738242143,0.0715054164448745,-0.333333333333333,-0.619047619047619,0.519,"Decreasing","Decreasing",7,0.724121562024358
"304","USGS-08067000",26650,0.296269871484286,1,1,0.333333333333333,0.115625,"Increasing","Increasing",3,0.786375863036735
"305","USGS-08088000",26910,1,1,0.333333333333333,0.333333333333333,0.18625,"Increasing","Increasing",3,0.961575841685002
"306","USGS-08114000",27121,0.0864107329737,1,-0.8,0,0.19125,"Decreasing","Increasing",5,-0.143930872434891
"307","USGS-08116650",27114,0.210497700055337,0.0490979816092656,0.333333333333333,0.511111111111111,0.309791666666667,"Increasing","Increasing",10,0.810111721741506
"308","USGS-08147000",27169,0.734095182319476,1,-0.333333333333333,0,0.0645833333333333,"Decreasing","Increasing",4,0.766147710372779
"309","USGS-08251500",27423,0.220671361919847,0.462432726450476,0.6,-0.4,0.112833333333333,"Increasing","Decreasing",5,-0.308756081659923
"310","USGS-08313000",27454,0.901538626657128,0.710523022916489,-0.0714285714285714,-0.142857142857143,0.0854166666666667,"Decreasing","Decreasing",8,-0.0576097681149578
"311","USGS-08319000",27550,0.0894293590289935,0.734095182319476,-1,0.333333333333333,0.046875,"Decreasing","Increasing",4,-0.934624321798677
"312","USGS-08331000",27650,0.22955621387892,0.13312848419606,0.428571428571429,0.523809523809524,0.37,"Increasing","Increasing",7,0.598698477733248
"313","USGS-08364000",27709,0.127203687631099,0.0585875753104889,0.333333333333333,0.41025641025641,0.251458333333333,"Increasing","Increasing",13,0.422269787933108
"314","USGS-08374200",27764,1,1,0.333333333333333,-0.333333333333333,0.23875,"Increasing","Decreasing",3,0.590500687201163
"315","USGS-08450900",28164,0.734095182319476,0.734095182319476,-0.333333333333333,-0.333333333333333,0.0079375,"Decreasing","Decreasing",4,0.201547948984837
"316","USGS-08459200",28266,0.76389059347054,0.76389059347054,0.142857142857143,-0.142857142857143,0.265833333333333,"Increasing","Decreasing",7,0.0999553612391694
"317","USGS-09095500",28607,0.308179547467054,0.308179547467054,-0.666666666666667,-0.666666666666667,0.128729166666667,"Decreasing","Decreasing",4,0.209567986955167
"318","USGS-09152500",28668,0.9453298708327,0.0335241652350047,-0.0303030303030303,-0.484848484848485,0.1239375,"Decreasing","Decreasing",12,0.590228762171242
"319","USGS-09180500",28776,0.308179547467054,0.308179547467054,0.666666666666667,-0.666666666666667,0.130952380952381,"Increasing","Decreasing",4,-0.929981690373524
"320","USGS-09211200",28835,0.308179547467054,0.734095182319476,-0.666666666666667,-0.333333333333333,0.0229166666666667,"Decreasing","Decreasing",4,-0.372248379769379
"321","USGS-09217010",28885,1,0.734095182319476,0,-0.333333333333333,0.048125,"Increasing","Decreasing",4,-0.187968985807562
"322","USGS-09379500",29635,1,1,0.333333333333333,-0.333333333333333,0.2375,"Increasing","Decreasing",3,0.193685779790914
"323","USGS-09380000",29452,0.0187411367895967,0.536186771900174,-0.714285714285714,-0.214285714285714,0.008375,"Decreasing","Decreasing",8,0.201555237842643
"324","USGS-09404200",29735,0.462432726450476,1,-0.4,0,0.0897291666666667,"Decreasing","Increasing",5,0.0805415349768217
"325","USGS-09427520",29954,1,1,0.333333333333333,0.333333333333333,0.0225,"Increasing","Increasing",3,0.910603476528848
"326","USGS-09498500",30078,1,0.80649594050734,0,-0.2,0.05,"Increasing","Decreasing",5,-0.0914684303810826
"327","USGS-09508500",30175,0.80649594050734,0.462432726450476,0.2,-0.4,0.05,"Increasing","Decreasing",5,-0.390842734060903
"328","USGS-09510000",30178,0.308179547467054,0.308179547467054,-0.666666666666667,-0.666666666666667,0.0291666666666667,"Decreasing","Decreasing",4,0.251895845436548
"329","USGS-09522000",30054,0.00480546408540845,0.0551796163231682,-0.437229437229437,-0.298701298701299,0.0334041666666667,"Decreasing","Decreasing",22,0.834708865244387
"330","USGS-11274570",33891,0.308179547467054,1,-0.666666666666667,0,0.380625,"Decreasing","Increasing",4,-0.446661163294518
"331","USGS-11290500",33904,0.296269871484286,1,1,-0.333333333333333,0.346666666666667,"Increasing","Decreasing",3,-0.054128130722261
"332","USGS-11370500",33762,0.69672742366066,1,-0.21483446221183,0.0666666666666667,0.024375,"Decreasing","Increasing",6,0.676595250899619
"333","USGS-11447650",33883,0.536648236300515,0.127476932741378,-0.117647058823529,-0.279411764705882,0.0579166666666667,"Decreasing","Decreasing",17,0.558356157061111
"334","USGS-12415135",30827,1,0.308179547467054,0,0.666666666666667,0.024,"Increasing","Increasing",4,-0.279395292103502
"335","USGS-12415140",30859,0.308179547467054,0.308179547467054,0.666666666666667,-0.666666666666667,0.0181666666666667,"Increasing","Decreasing",4,0.0392126164691695
"336","USGS-12417620",30874,0.296269871484286,1,-1,-0.333333333333333,0.006625,"Decreasing","Decreasing",3,0.287372691372399
"337","USGS-12509050",31195,0.296269871484286,1,-1,0.333333333333333,0.1740625,"Decreasing","Increasing",3,-0.100949956804373
"338","USGS-13094000",31472,1,1,0,0,0.1159375,"Increasing","Increasing",4,0.633182983745695
"339","USGS-13154500",31508,0.0506570300941188,0.634510292881857,-0.296442687747036,-0.075098814229249,0.0700892857142857,"Decreasing","Decreasing",23,0.369907115249175
"340","USGS-322023090544500",16103,0.465512169874187,0.348082623632924,0.222222222222222,0.277777777777778,0.229791666666667,"Increasing","Increasing",9,0.876909739496125
"341","USGS-400535108485700",29168,1,1,-0.333333333333333,-0.333333333333333,0.03375,"Decreasing","Decreasing",3,-0.287983823511437
"342","YUROKTEP_WQX-TC",33533,0.80649594050734,0.80649594050734,-0.2,-0.2,0.0389791666666667,"Decreasing","Decreasing",5,0.0990527565039546
